WT_1_1 WT_2_2 WT_3_3 WT_4_4 WT_5_5 WT_6_6 WT_7_7
XLOC_030974 0.214111 0.418326 357.476 2001.65 3946 9422.05 8318.9
XLOC_030981 0.200977 2.3653 112.325 247.677 377.872 580.401 191.516
XLOC_031016 472.375 709.966 389.23 208.908 118.262 20.2743 1.78312
XLOC_027421 8.09694 10.1798 16.0771 14.3481 11.0211 4.60905 1.92463
XLOC_031052 6.92553 7.50113 8.37066 6.70265 9.30319 13.4894 30.0753
XLOC_031060 6.42529 5.18782 8.13472 6.70485 4.87514 2.29316 0.365159
XLOC_027436 1.13579 1.1761 0.33003 0.591379 0.303897 0.11177 0.0350278
XLOC_027448 12.1288 13.3542 11.5151 9.02085 7.82383 5.15865 7.90151
XLOC_031070 4.37197 4.86197 5.40186 6.02395 7.7704 9.71721 12.254
XLOC_031085 1.34995 0.863123 0.510079 0.128175 0.302125 0.671 1.99595
XLOC_027457 228.09 566.532 452.798 99.2598 21.8399 10.0501 11.0102
XLOC_031116 6.3261 4.06033 1.18572 1.24143 0.99173 0.410847 0
XLOC_031180 1.96076 3.4462 34.442 137.568 111.299 57.2252 3.63028
XLOC_031189 15.8545 20.894 3.60703 0.113456 0.0239687 0.0213243 0
XLOC_031194 0 0.228139 0.0405876 0 0.0403902 0 0
XLOC_031197 6.45895 4.66171 5.32938 5.22762 5.33325 5.22683 6.69185
XLOC_031258 0 0 0 0 0 0.0159697 0.0313568
XLOC_031289 1.69474 2.49335 0.432241 1.64501 2.71249 0.813047 0.496933
XLOC_027648 1080.48 2609.34 4929.75 3876.65 1448.83 344.833 160.745
XLOC_031296 0.754437 0.707861 0.199183 0.0564344 0.133381 0 0
XLOC_027657 8.8299 7.00731 2.49967 1.00561 0.531549 0.0418012 0.0787023
XLOC_031314 24.5652 19.7845 14.5762 15.5784 16.5015 19.2926 11.9728
XLOC_027689 2.40035 4.76694 7.22895 6.73762 4.58634 0.831052 0.623384
XLOC_031343 10.7247 17.7039 44.4233 48.7363 41.8839 15.9933 4.69413
XLOC_027711 32.9095 38.7502 61.4892 124.836 173.475 518.718 618.982
XLOC_027755 0.97547 0.416132 0 0 0 0 0
XLOC_027759 35.1573 38.8929 31.2271 25.0985 33.5281 70.7127 51.0011
XLOC_031404 11.1814 12.5097 12.6893 13.7487 16.6924 23.3847 19.7895
XLOC_031421 23.7355 21.598 34.8682 32.7507 28.0276 33.7315 38.3741
XLOC_031449 71.6563 58.0325 48.3443 46.1163 51.8 81.7454 95.0685
XLOC_031453 1.91607 3.20696 1.69357 0.634049 0.250746 0.0269237 0
XLOC_031462 0.0178347 0 0.00679803 0 0 0 0
XLOC_031465 1.44206 50.6781 1243.94 2885.21 3453.36 4614.52 4124.41
XLOC_027867 941.993 1552.21 2316.06 1900.88 1555.04 1401.75 421.481
XLOC_027868 38.3169 50.4435 80.2574 82.5561 71.3873 75.8958 54.8603
XLOC_031478 0 0 0 0 0 0 0.0139297
XLOC_027899 0.202518 12.4898 445.459 842.114 1139.46 2024.3 1838.89
XLOC_031490 21.6141 23.2142 24.6405 11.8285 4.22403 0.382471 0.124107
XLOC_027907 52.1395 49.0665 54.8531 46.0814 30.6636 9.54025 2.5478
XLOC_027914 18.4719 18.2621 12.5358 12.526 14.0494 14.5185 9.48331
XLOC_027915 158.458 246.303 832.523 1433.06 1551.59 883.857 24.1505
XLOC_027924 0.0132574 0.00697846 0 0.00979892 0 0 0
XLOC_027941 0.385614 1.02519 4.74974 4.99822 5.46603 2.19118 0.225222
XLOC_027945 5.76265 4.60307 2.1206 3.5896 4.81722 58.5027 293.185
XLOC_031543 6.01255 7.37775 10.3898 11.3223 11.9729 11.6952 8.25913
XLOC_027957 3.29975 3.00935 2.01799 1.5454 0.791344 0.0157879 0
XLOC_027964 0 0 0.00734719 0 0.00541037 0 0
XLOC_027981 6.40874 4.92373 2.5457 2.42029 2.79099 3.76925 6.07319
XLOC_031581 0.154138 0.295629 0.314026 0.419565 0.468711 0.0905154 0
XLOC_028000 0.00923308 0.0177587 0.0440833 0.0212146 0 0.0219365 0
XLOC_028002 12.7467 10.1337 1.72574 0.575613 0.253635 0.2571 0.409715
XLOC_031584 5.00192 6.52328 6.03509 4.31753 5.08246 2.90292 3.17899
XLOC_031587 155.571 211.188 329.62 224.62 176.125 209.473 220.143
XLOC_028018 2.08215 4.99249 8.07788 5.59908 4.64259 2.3844 2.16944
XLOC_031613 0.112343 0.466362 14.329 149.628 751.733 11465.6 9578.69
XLOC_028032 93.4728 129.836 124.059 79.3809 73.695 44.8251 48.7873
XLOC_028035 1.19888 1.43046 4.72606 9.50345 15.3858 26.6889 27.6721
XLOC_031629 1.91248 1.35522 2.046 1.39566 1.54362 0 0.53847
XLOC_031609 136.503 177.665 293.526 863.744 1239.07 2287.41 1382.76
XLOC_028060 27.1337 27.1179 24.2345 26.5027 41.2283 71.8688 84.5045
XLOC_031651 7.25738 7.32199 5.85067 2.42956 3.27621 7.15998 9.0734
XLOC_028081 5.17252 6.68674 9.84087 8.83224 8.16883 4.81439 4.76426
XLOC_028082 11.8671 12.0491 4.99064 3.94823 3.58518 2.37989 1.51642
XLOC_028084 1.71871 8.92938 14.9203 11.0568 12.1733 12.6057 10.1028
XLOC_031673 26.9031 37.2757 80.1046 73.7149 66.585 41.794 13.2183
XLOC_031681 11.9155 12.4798 16.282 21.4798 21.7529 18.4653 19.0125
XLOC_028101 5.57351 4.14831 3.50096 3.27138 1.93923 0.760676 0.122881
XLOC_031710 1.42116 0.636252 0.0152086 0 0 0.124809 1.83351
XLOC_028136 816.719 758.185 124.389 83.2332 74.7007 120.906 97.8623
XLOC_031733 0 0.014213 0 0 0.0335121 0.0153377 0.0422019
XLOC_031741 13.3633 20.5063 40.451 39.7701 42.9424 31.5047 25.9271
XLOC_028160 10.0742 13.3562 22.3158 25.1769 26.1915 18.4481 12.154
XLOC_028168 3.76051 4.80357 14.0458 28.1502 31.2039 23.7128 7.20366
XLOC_028171 3.18185 1.54619 1.04886 2.23332 0.477108 0.140762 0.0558772
XLOC_031765 130.804 238.381 631.765 754.305 599.696 440.339 165.336
XLOC_028178 0.167261 0.139852 0.125751 0.0166001 0 0 0.0148731
XLOC_028194 13.8526 20.3522 57.2654 91.453 135.727 303.459 459.184
XLOC_031798 11.4101 9.23745 3.94068 3.07606 2.52332 2.64713 3.32941
XLOC_031820 0.0141123 0.0579712 0.153569 0.170154 0.057882 0 0
XLOC_031821 5.82387 7.8556 16.7238 15.913 15.6738 13.3686 13.3018
XLOC_028236 0.94441 2.40276 43.3093 64.4508 84.5131 84.2397 20.0043
XLOC_031836 98.5948 128.119 201.476 122.597 84.0376 23.5171 15.3953
XLOC_031837 7.72703 6.53435 2.82988 2.60409 2.82963 3.18924 2.14749
XLOC_028255 28.1362 29.3306 33.3116 33.0509 27.6832 24.9 28.9277
XLOC_031852 6.08467 6.07014 16.1075 14.3757 11.1129 7.26352 5.24675
XLOC_028266 14.5278 9.55577 5.72124 3.39062 2.10633 0.574587 0.278796
XLOC_031865 10.0834 30.1282 59.4959 44.4015 29.5718 13.0603 1.42243
XLOC_028302 57.0972 113.899 218.396 196.562 179.161 116.441 29.4717
XLOC_031913 0.148213 1.62302 7.22825 42.9296 107.03 212.062 171.56
XLOC_031915 7.99481 6.01495 2.92286 2.03559 0.897269 0.0858295 0.0657164
XLOC_028352 9.52062 6.57835 1.07489 0.329469 0.418646 0.321143 0.435057
XLOC_028354 0.0662312 0.0206782 1.00232 2.35897 0.265798 0 0
XLOC_031950 31.3434 29.171 12.2705 9.59911 9.59333 12.539 11.7765
XLOC_031956 0.0451636 0.00260629 0.0100913 0.0107286 0 0 0
XLOC_028381 231.586 166.512 89.9773 117.857 128.43 301.815 272.823
XLOC_028395 52.5741 78.6999 88.4998 39.6256 13.0329 2.36896 0.586801
XLOC_032005 0 0 0.0156121 0.035843 0.285651 4.17264 12.2199
XLOC_032009 0.131064 5.65913 155.106 234.176 290.698 436.203 406.568
XLOC_032019 4.1091 3.55895 2.35388 2.66655 4.09418 2.8169 1.05456
XLOC_028448 11.1639 11.4083 6.79615 4.45244 3.27907 2.07905 2.48502
XLOC_028459 1.99388 1.47592 1.38885 0.960758 0.506938 0.0397011 0.0601021
XLOC_028461 27.2898 29.2662 33.7878 23.3535 10.8389 2.20227 0.756857
XLOC_032051 10.5513 10.2222 8.08396 8.46281 7.62825 6.29084 5.10536
XLOC_028483 38.3339 66.3181 145.108 143.424 146.32 301.612 287.406
XLOC_028485 54.1333 121.583 223.162 114.368 65.2662 32.8951 22.8084
XLOC_032071 0.728276 0.708844 1.1658 0.843304 0.814493 0.156643 0.0572493
XLOC_032072 5.05565 6.99678 14.2774 14.2563 11.0748 2.34241 0.265468
XLOC_032081 0.00654724 0 0 0.0131847 0.0134701 0.368124 0.630165
XLOC_032084 2.94017 2.70366 3.49281 0.960133 0.523246 1.71736 4.37438
XLOC_028502 6.98757 9.79633 27.3182 59.1368 98.2718 254.317 251.959
XLOC_032096 6.35894 22.7668 25.0302 70.8915 48.6752 25.3901 1.06896
XLOC_028517 3.70582 6.96602 51.1495 193.253 501.794 1449.01 2233.03
XLOC_032110 1.79152 1.84926 2.39537 1.3715 1.15347 0.642519 1.14558
XLOC_032111 31.8359 16.6194 2.58984 1.08096 0.43534 1.64116 0.256662
XLOC_028544 11.274 13.2816 19.9799 20.8742 17.3329 18.9085 16.5183
XLOC_032140 11.4471 17.6847 17.8157 19.0218 18.4807 25.7269 18.0457
XLOC_032143 2.36185 2.14098 1.57218 1.70706 2.61632 2.0152 1.26588
XLOC_010077 0 0 0 0 0 0 0.483669
XLOC_000076 0 0.0559709 0.00759569 0 0 1.0565 9.26959
XLOC_002530 0.0112691 0 0 0 0 0 0
XLOC_021397 0.0461513 0.07683 0.446492 2.51298 2.37197 0.78281 0.0204097
XLOC_021427 0.59109 0.699737 0.177306 0.270161 0.174076 0 0
XLOC_008093 0.381945 0.372253 0.335101 0.375868 0.33247 0.137332 0.434902
XLOC_013703 5.81278 6.2771 3.91103 2.76666 5.33097 16.8174 53.3854
XLOC_026267 1.28323 0.969604 0.507802 0.299161 0.500318 3.5409 13.0298
XLOC_015660 128.984 39.4161 10.1129 10.2438 12.5172 16.7679 25.1495
XLOC_014783 0.131513 0.112333 0.161653 0.215425 0.282917 1.32476 3.67982
XLOC_007989 0.0896861 0.108661 3.27549 15.9209 19.9885 13.6719 1.63771
XLOC_009140 13.9409 15.3818 21.8856 22.1874 21.6056 22.8763 14.0441
XLOC_021294 1.07175 2.03516 6.11987 11.0907 14.3263 13.5464 2.50207
XLOC_012422 0.0501043 0.0894045 0.273879 3.12677 10.9208 19.0699 19.804
XLOC_030952 0.0321524 0.345317 0.102888 1.21516 1.32237 0.711502 0.758608
XLOC_018852 6.51438 27.0459 129.458 247.244 325.663 132.632 7.94977
XLOC_010433 53.1692 101.679 302.822 354.747 428.121 359.704 199.079
XLOC_009222 23.6752 16.8012 12.7949 10.6761 9.97957 11.9118 11.9574
XLOC_003894 6.66054 6.12308 4.80085 2.7792 2.25693 0.843723 0.809415
XLOC_018120 33.5774 56.3684 76.9684 60.6873 61.7795 33.8425 7.60479
XLOC_007991 0 0 0.0110288 0 0 0 0
XLOC_001570 6.59054 6.07693 4.87534 3.41955 1.71555 1.23326 1.65265
XLOC_014351 3.07922 1.27546 0.0120944 0.540601 1.79225 4.66004 2.0577
XLOC_000748 8.77927 11.6255 13.9772 15.3026 11.6932 13.9575 15.2998
XLOC_016645 5.53603 2.11787 0.328523 0.152882 0.069514 0.0425173 0.0221519
XLOC_009562 13.3588 12.877 12.5116 12.0591 11.5914 8.66747 9.04023
XLOC_000385 9.39832 9.52568 11.5098 10.939 12.2264 21.0664 23.4992
XLOC_018861 10.8281 8.79096 5.93113 5.47995 7.09438 9.75008 8.67501
XLOC_018860 0.102863 0.0772595 0.0975513 0.0455641 0 0.06349 0
XLOC_009706 51.3836 21.9298 6.96605 10.2925 17.0865 13.5523 11.4606
XLOC_024561 47.7451 52.8142 31.0012 18.8979 18.3729 22.2279 30.5179
XLOC_014430 21.3405 21.2145 17.0511 12.9295 11.1496 7.90122 9.30555
XLOC_015644 0 0.0566391 0.0292387 0.0289173 0.0221212 0.0339195 0.102866
XLOC_031799 0.187222 0.145617 0.0583839 0.00628581 0.0179605 0 0
XLOC_029847 1.21009 2.72637 6.3294 14.786 25.0008 49.1673 42.4194
XLOC_031798 11.4101 9.23745 3.94068 3.07606 2.52332 2.64713 3.32941
XLOC_030327 0.0141934 0 0 0.0131715 0.0400951 0.261844 0.429164
XLOC_025571 2.43371 2.36247 3.49129 4.31765 4.78778 6.28902 7.20179
XLOC_005286 122.627 56.6795 0.728486 0.141114 0.015728 0.278821 0
XLOC_005591 6.45535 3.02341 0.542562 0.0662117 0.0900535 0.0308838 0
XLOC_005076 4.16411 40.1562 449.742 390.821 123.708 39.3794 72.3676
XLOC_021239 0.0197054 0.0136489 0.0986651 0.172737 0.300428 0.308303 0.582841
XLOC_017458 0.298938 0.280493 0.0711349 0.209632 0.280086 0.59481 1.29567
XLOC_021290 0.0929759 0.238067 1.55604 6.00187 11.4581 72.7051 95.4622
XLOC_001572 0.0118596 0.0431471 0.0479377 0.170244 0.265374 0.93326 2.3136
XLOC_027457 228.09 566.532 452.798 99.2598 21.8399 10.0501 11.0102
XLOC_011901 1.58444 2.31167 3.03605 1.13757 0.59481 0.637606 2.75699
XLOC_010870 13.653 16.7189 13.5157 9.85747 6.28806 2.97579 3.47664
XLOC_003364 4.19263 3.07546 1.09787 2.06201 2.65105 1.3275 0.0929387
XLOC_016804 2.92135 6.54042 10.1791 5.84236 4.802 5.20422 3.11004
XLOC_029396 5.35948 4.48809 1.32487 1.24723 2.67582 8.71563 21.7227
XLOC_021567 18.6313 15.0363 14.8733 15.4756 12.258 9.86464 8.26685
XLOC_031116 6.3261 4.06033 1.18572 1.24143 0.99173 0.410847 0
XLOC_000154 0 0 1.27822 47.1997 138.347 568.475 737.321
XLOC_028514 18.616 12.4876 1.96771 1.10761 0.665806 0.419108 0.297583
XLOC_012505 12.3588 17.3625 22.0204 18.093 14.2681 9.11999 6.10789
XLOC_021419 2.45328 2.04183 1.54697 0.909082 0.828651 0.920963 0.562331
